sample_index,source_trace_index,case_id,variant_frequency,trace_length,trace_sha256,alignment_cost
247,2222,180685,1,47,054297ab820e84f2099b2391d69df25d10f8b38e3bce434b5a85ab79027f77c8,0
248,5624,191205,1,69,527863696ad4a35f8a7051222ea757f46f19f8f5434e4915db1577a206d62dc9,0
249,604,175588,58,10,819ed94a3df657f7a8d2bf51e968ff9c7ea04120b2e1fb289090f611254693bc,0
250,1449,178242,1,31,75d356979c32a8e08c86ea1a69f564e59552c2a50c82fc48f68bff6be37bc260,0
251,10106,205167,1,53,6e803b788287c91c96c7176660cce1df16dcbcea13b1d39e86333f6af857aed7,0
252,12826,213575,1,29,be75bd05dbbf9c4cf86c9cc81a6988735ec8e79ace2066bd793d7bc840b2b2ce,0
253,7403,196768,1,84,fa93a58d94d13d5428c1566fb908ac7f9399633fe83e3599643e3fd876d5a7bc,0
254,6026,192464,1,55,956fed000d2682e8d0742fed853f659460ebaed791596e715e85a1f7dcf64e4c,0
255,4517,187738,1,50,d57ad4046546152a0b455b6bfc9011c2dfae0ac964df50608ad66105d8467888,0
256,7335,196542,1,73,0bb56c8a6dbb67673146ee4804616a39e983e378f1921c3ff1a34c024462f69a,0
257,5462,190719,1,86,8000a0a28f9835377eac23f471a2df80bbb71c0b3c1b866b7c07708c4cec14cb,0
258,6111,192719,1,41,9275b81a9926865ea8852ca8009c44c9a1b0de9b61645d741810c5d70e334c51,0
259,9487,203254,1,44,dc11e773db483371a914ac4f62cf14901200b7a680310e27ca7ac1dde42c5280,0
260,2472,181444,3,27,17208d3b2a46b1575db78b8378f77a1853efa6efd75dfd553b9e4a0507a2842c,0
261,6977,195437,3,33,dae9626d88171b3ec8a13ff5a0a7b82289b7359affa84bc93b5cdfd09093a9a5,0
262,11057,208157,1,36,a680ae0a618667e3cb7e1f532e25dd4db86fa048bde537d83bad5ff28b4eb5e4,0
263,7399,196756,1,37,c980c1284abcf71a655e06ed2f815d8b176ce5a82ef1e4a6bd838d0c80a071d2,0
264,1230,177555,1,47,bfa831b3b676ea53c4fc7ec8c454b9e0c4ea83ad3ee3cb2b8d729ebcf3d38d1f,0
265,124,174069,1,60,2bf885d72625450d83a7ed63b241d41fc9ff278e0303c09c8c4e71ae579926d1,0
266,11085,208241,1,43,6e2009f26195b87fca503cf89e7823f6e295a94f284b37de8245fc20ad6ee3b2,0
267,1823,179429,2,24,15f8c384d996ce69ba2e410e96c600f6f99eda74d6ed8eec61e87b66e847e0e7,0
268,1242,177591,2,26,31a98ad097df6aeb648819dd524e4fb3c17f2ef44c8b0a307f92418fff7235d2,0
269,4766,188515,2,39,341b3eab04f51e4bcbe78d21ad277394986fb61260322be6311867b361e45a6e,0
270,12391,212247,1,86,5c465164ba198212888973837e8b5e28d9611c331461a5eee0b6c21b1e595d9c,0
271,2499,181532,1,38,9e14d3278e33fe60b692440268d9ce816e1db3d5facd4b22d8197bbf8316abf1,0
272,8250,199360,1,38,cabc59515186c977e9eb8ba4006d09ec381fa4ffff83935c77594612d99b2548,0
273,1157,177320,2,26,7427e6e84128b0cb6566ff1aedea0b4dddaaaeb575f61b696e5c971fa2fcafc1,0
274,5570,191043,1,51,6264d9804304735ad8445538bddbe4a88367914c550e71cae26a6136613c795f,0
275,8801,201093,1,45,cf6fddf99086a221faa8fc23743deb5522dc1b67e56d4e3410f74788c66a22b7,0
276,6637,194341,1,41,99c1233c79997cfd45ab18f8fe7cfa06f62a12906ce9d2624dd64e63ac1e9d7c,0
277,3026,183142,1,57,3dc0e1e40e2e19b220255ce3df1290b88df7a1f41afa8ae40d79a0e3bdffbde0,0
278,10510,206444,1,40,fe48fd9fb2a1be9f76946d2a056a4cf06cd6610254ab8b909e31d061a310ad9d,0
279,7044,195642,1,37,7bb6a70bba209324cf98d8de0b6e856c72bc18e378c69755d220194635e56597,0
280,12975,214040,1,34,8b7bfaf9bd12e1a83363a39e4e58ad0762daf63a15edfa05db1f68472c286a04,0
281,97,173988,4,21,c5725fa07a890ef53ed71789af3df3020442833b3ac0b3bb75e17ada26939d52,0
282,6965,195401,1,25,eab4fb9f60436257d5b7dd3016ba797683ef12afa3fa230c1873d38d006c055c,0
283,1893,179652,1,56,844c7fd4fbf95bb555834452eeebbd77e3b5839e75bc8e372ec40741e820f23d,0
284,2532,181631,1,34,8427dce1660cb5c060b3a9a5c165071b36442471dd67bd8d4479ea353bfe92e4,0
285,2131,180403,2,26,81333c94e3c5021fc540018870069db72a5c3c1189a9e8d18fa0c1a549afd921,0
286,1962,179859,3,24,c3c79d47216a3282837527be4dafadc862add2e6194af563b2459ec89efab76f,0
287,6295,193288,1,31,700c2faa8398a050a31d139649dda1ed8886c0c483c7535e097d07283e34caa3,0
288,6560,194103,1,68,d96ea72f20312c57c790394952614f68033a5de821e4ac337e3910a7d17f8468,0
289,4721,188380,1,87,1144c3dbff1dfb9bf49a1234b47f59ef6efa4f99303280e5d4bd24b5f6e5b30e,0
290,8062,198789,1,26,2c3826f711f04faff6d40b7406836d3e3b1ee4eea8a9bf370af6a9d4cae7c546,0
291,4466,187574,1,30,2a87e200c1d83bdfa10d898df7b8229646e9310c453530ff09994d8a82c02fbe,0
292,6086,192644,1,34,885bf50817d77ea02e8d6927fec8661522ff88910c8de2cdc33a14d1a2c7a799,0
293,12380,212214,1,26,b83b7a8327243eb47d8d928e7b067ab4fffd098772c39064651b26bdb98bfabb,0
294,5753,191611,1,45,c78efbb433a3e41fdac1d2550fb19706603e2c2d53f37d7aa727c3641b4569c5,0
295,826,176275,1,71,2956c8ec26d5785bce6436cb6b28fcbfa4fab36bb5ec1df7306aee6857113721,0
296,1663,178927,1,72,c286ba09c79239d22a9023d411332c5a3aa64519894edc0454baab6b17f1fb26,0
297,6452,193762,1,74,ebb005899d1fd5b96ae8f7314fffa59c9036bf89c746f35f4f21df3b7e56a405,0
298,688,175840,2,26,e74ba55ac035f5a8802fcb2449112d325047a64efff846d9a825e6e36d670d3d,0
299,37,173796,12,20,821a76c2e64ac4bdcaf5afd8a857a6a8eae14e4d6275a9ab25048a61cf95cb6b,0
300,7846,198125,1,38,d08be40fcdde30b2b65fdddf3ad18d1c766fe21d62131e198242aa3f8e9b3eb8,0
301,2469,181435,1,34,edf7f0419137c4055b2496979dfcfc0560ef2b04058c30ea62cf1dab1445ce15,0
302,6050,192536,1,27,0e6ed1f75b97bad836b8c6f829a2aabba86838531cd2082963f0b545a5481016,0
303,10585,206669,1,26,bce8e87a54b1d9f94ae061f31833eecc8b503fe3bf33bb8f837d7f4efd940159,0
304,10299,205791,1,32,8b3043ed89bd929421845f1e81a16db6ad533dc6e45bd00b7b4a6ac9cb24bc71,0
305,130,174087,2,26,2028a081545f322f070aa01f3df8685c96d8f9268360c56b2506ae00030c314e,0
306,1277,177702,1,26,8926a8f7dd5d9a04054762e7b2df2560e98526a1913aeec655bf47664c83667d,0
307,2832,182548,1,56,bedfbfbc3ca684d4b231ef7abbcace05add3235d49766bbe9b1a9644e80784b7,0
308,542,175386,2,31,001cbb7a00e516b00c68fcc9e8e66080f0fe50115c724ba9eb21d06006cf5590,0
309,8790,201060,1,29,ddad16a6f3ec8095a814365f5f27b7549fbc12f2cf3b269534657645090ace4e,0
310,2816,182500,1,26,7a5d951b9df3d451614f3ad9cf27b83d778a32c77097f5c57a9e10d86e3cec6b,0
311,10358,205978,1,30,5a2cc6b7dbaa5551e41f7fe2989498edc7fdda18032b6d2ef883cb6ad53f730c,0
312,2395,181208,1,43,2b8c4cec00623586131d1b4ea3429ad553f911323ec60c06f6ad275acbd012ea,0
313,642,175702,7,36,01b2ec18762cba60738f7551fd8f9c0b1d191594c79f7c209efbba27ac2b5135,0
314,7182,196081,1,35,10c42640ba35d47e772f8cb1f7ef3ebd3faf171f880141cbf43ccf5dc9fe0ee3,0
315,8673,200698,1,37,05f0d9830d4638ccd2c5d3be3b636b5409271a233e7b62ceae6a3d4585011967,0
316,605,175591,1,34,f4b92f481739af220893c6682680b04d0b34e9ec82e7c1c35c034ba6a393f9e5,0
317,8478,200082,1,116,1da61ba98a9c9aaaa74438088a415776c87451aece82322e2ad3c7eb2d9324a0,0
318,4711,188350,1,42,91211964833c1540cb42243637d7b91b08bbd428a6ce96c421c080e4107d62bb,0
319,5714,191485,1,24,56387ca0c9132ce641a193b43f0d3db2bf2156479f7c413bd690ba86ffe77d1c,0
320,1877,179591,1,92,da43f224d5f8272ecf9f1e7b82ed9b02fb56c86199be90da76321e9a5d8a76ab,0
321,8363,199717,1,28,2b139708e8e51e1c9657170a0d0c013938428fc66436c0b03dc683c1c0e664ef,0
322,2940,182879,1,28,44a6165cc62569a2e71340da2cbe037cfb87b6b4620c7666095b10ec139946de,0
323,5415,190570,2,42,1155cd4ec22db447596fb786323059da4c7c5a6dac0c1b4ef03cd82b5130bd83,0
324,3130,183474,1,31,cfcdf808effe3a5ab57b7746ff319730af8d87f18766fab344b1e86b73e83aed,0
325,3626,184985,1,55,aae0c7458fbaf2ba8b22b34c692839f499b1b40070cfd377525f24bf816415d6,0
326,9907,204562,1,43,aa265034f77dd437363385af84957d97ada57722347bcb88f6ad658e64d72f39,0
327,369,174845,1,48,6ef0a57d8b069bab3bd1ab843c8b1889fd9c510618bbb0a60038ab9f78738afb,0
328,3679,185162,1,43,badf4f92d3e4e1acee903257f25e2f75a394ed5394d74c8a19ba19f58a34c9ec,0
329,7799,197984,2,36,8147900ee19d3f623b334f883e39a01868846c5a8256ca40074a6f493332d399,0
330,9885,204496,1,70,30b6dc04f9eb5507e9d727ced94266f8df8932fcdcae1ac81a394a6a8dde87f1,0
331,5679,191380,1,34,19f2df9081d78e8cb7ef679f419de306c24238893c4294950f7ebeaefe9cbece,0
332,3051,183217,1,28,03f55e14181f9d7506faff4ac24c6434944f97e7a2f48185d300006e1d3ff1ca,0
333,1983,179935,2,28,91353d10d4581e28d2a5df3aab38af4ad7b0c42fef6c70b0c8d9a64b882ba74d,0
334,9108,202068,1,51,a51e488660393af80e3934e3c6f66b7c49a06ad2b4ca24e88bbcf5e239c923b6,0
335,590,175546,1,28,313c9817dce7ffed63603015839c486322a8dfe8b4e11a6707c74b1ded3c52a9,0
336,11421,209251,1,35,23a9b155cf9311ba10d54e236488bda6825848951d5958d54c407b846c3585a8,0
337,5030,189358,1,23,c0a0a93fd47a24424d87e59c35702767a1532da3bba77f5988be3a55b1899a1d,0
338,4357,187247,1,42,01efff2146d8ed08563f9839d72b7a61a5671f2adea19aee71b69e24b49298c7,0
339,11144,208418,1,31,e0cc2d80bb6eafdb0567fcaa1e1a9be6cc85b54a8ba8ad76111e34c14aa33f95,0
340,8261,199393,1,34,790ed024a8fca1559cc52313b0b536f84f652772cf7f66b88ef0031f5fb9add8,0
341,7099,195824,1,29,4fa0855c7821d2851474c78e5d93727788e5fb6b7c8984e90961f304deccd8aa,0
342,5162,189766,1,48,d0eb8e375e1281c73f5769a4bb4eebfa75c873cef80b2b3aed701cd0e46f76ed,0
343,5041,189391,1,99,b8a0723dbe48b0e19625cad706899f898ef4ea2c828efe19610dc5f418891ca5,0
344,341,174761,1,40,bebcb89a5079e6ffbbdfe09ee2bd1c06dde3a657bb716d9cd0d6c7bf808d10f9,0
345,4049,186310,1,56,c8510452015cedb053e740498ef125d767dd8d385e3cdde911888330cbe5597f,0
346,9537,203404,1,39,bb54bdc45b3c1f911aae9c7b1533ce2ed2c1f29860b69cf4f7fe235e4c89c32a,0
347,7671,197584,1,49,79eb689ef473c9ffa23c128dfed3f1fd752144ab7209c4510536adbb301f15a3,0
348,6490,193876,1,32,6d8cefeca9461b5a1ffae01a21f1dffeeb8ec21279602330e12670066fbe8580,0
349,1165,177344,3,11,07898b9d6bca96e40474108c44623e4b02cf554e1b2661b83c21ed24be1a9a55,0
350,6506,193924,1,54,ed597f13d02ea50f5953a84da908d32172fc492f3daae399b4fda954c7947766,0
351,8290,199480,2,29,a01dafe8cc8e3c387086f26a9c831473844840e87f2c141f5a3283e0a4631424,0
352,12485,212530,1,32,83867b08b7d3ccd5639b9c1e1c1ce609c0d3e7a7dfe2d49a8ffaa8874adb2ba0,0
353,9555,203474,1,43,59b58653c5b18b8823023ec9b9c1330656dc572a443813b41da3e0b3fa249055,0
354,7763,197876,1,43,9827ca49d8d6cbe5caa35f19014c65e9803e63c300ed1c448c8afc1b24ea6c4e,0
355,402,174944,1,88,ff0c7bceb457d1e0914a300fd4f4cfa471f80c202723bef6d6d0bae16ca59159,0
356,2127,180391,1,43,12ec3289e7efeace2ca50de042876448c73701e645253679bcf4b4873fa0531d,0
357,6035,192491,1,47,b41ff7f41b7cd506f59726990a18c2e8cd510962fa1eb91a5f9e635f5e7d275c,0
358,3660,185105,3,22,0ddbdd6aa48ba1ae5e6afa53bd00640f3fa3c6144d936aee273c94b31955762b,0
359,6108,192710,1,50,e1a634f88e6c2bc3f3b87bf126e4be99fd2e0b6b9d5906f28261323511af0f37,0
360,583,175525,2,28,86027e45dab15bd8913ca9d0f35cb8543f417766632772f04743120634339391,0
361,1992,179962,1,33,1d51cc4c5260f1998d5de5177683df1675550fd1f259d7fd1ac1224a70f403af,0
362,10448,206258,1,31,b43f10d6433561dba370321cb411d9cef95943da360161ff5a6488f256f54f9c,0
363,8151,199056,1,47,348644fdb5f6eed043a5ab5308bf68b53e95f914394691529e19a7396eb1a100,0
364,10475,206339,1,28,b7af271a9c65557796903397844b09811b13f2a300515834d70fec8376fd5962,0
365,12538,212689,1,38,c7c24f3ba34d30ecae21cb1fb0cb9c3a091dd63dd1fa8ffc5ecfd6c9e0ffd0ec,0
366,2138,180424,1,44,696cf9c2e18f3e960f5e2b8614fb33532b1598922120616c78655da78e82edb9,0
367,9187,202310,1,28,543a70b67b27b1d67ee1bef9dc9c25038c346ebe75b1e962660263b2d99942c0,0
368,3975,186068,1,44,f23a5e69f9eee7e05288099554def6839c889f3710f9ff6b831d6716a9d523b6,0
369,5857,191938,1,48,5b1b9ef1bee05cb65518af81b8bec36697c6814e3d523037ba5b70f8bbfd183b,0
370,691,175859,1,30,f6d63d7683fe077ec965f2888ca07e7b110b4cf74c6630ba9dd3f2e54cdb1417,0
371,10473,206333,1,40,1fc5621674a196a0b92d2828351d50c4ff6c7aa013bbd38e18d8dac20ff2b76d,0
372,16,173733,1872,6,a586a3fdb31bb6e3df28835d62a89d9fa5cda73440cad33c73ebc1809dd3288d,0
373,12751,213342,1,36,c897e0855d8e9dee0290eb576a899e8cee4681932aee3bb5e831ef35e4c91df2,0
374,4258,186950,1,41,a31470c170d892f986ef5ec0c47925b1c77d5f2917a5df34752e69b8cec643ba,0
375,8658,200653,1,24,2f173f6b232b9dee6c084ad243b7e146737b700e22b7edefa2674419798bdded,0
376,10400,206108,1,49,74b4901ad332cfed782a8f332fdb33cd340f21b9c43c23db55bf1c1f5390beee,0
377,1180,177405,1,43,50b9075f76c9bfe144e5ff43ce9af4beb5b3207cb939ed83f1545e230cb013b9,0
378,7718,197725,1,118,42324eceea790c25e5ad38f90b8740ca672fb57b29fb6329572d2c5921370135,0
379,7329,196524,1,62,e5d6c08f31100620bb1abed55aca399dec17a961341f1a00917e198eb402b5c6,0
380,2323,180992,4,35,f704a7f45db05c3891b479cd0268560cac71d82f9618a40eeabd3c4e743d4847,0
381,6983,195455,3,18,0f575c89392ce1505d9f188035058fd5c96e14fa61fd2c958fcbe6eb836e6ac1,0
382,12409,212301,1,23,ff970d55c510fcb0a3328cc1d983d334aded8070ec7f3679239b4921ff57e228,0
383,7203,196144,1,26,7d366dedb152873501ecc62b75a6ae0d892ed6c279df74d85d5202985e8a3758,0
384,9791,204197,1,47,01e3607b6c69d05c4012d46fd50dfc6bf35a62c9916c64023aa451d829e30f52,0
385,7625,197446,1,34,8ad18b39e7abe7891ac3898e5062d56e679f31ed397f66d7ec0517a9cc06c5fd,0
386,9637,203720,1,62,3ca976cced06f959516a30e45a81fefba37eba421fc38dfbe7dff047b71aabdf,0
387,6888,195157,1,119,762257fdd18252dd0014169208b9da8647e36e434863c87cb69c84a93f8196c7,0
388,2384,181175,1,37,650617287cac7e91bf18edf2cb02b252e64b8a61ad337646680632f4d3a4e57b,0
389,4011,186196,1,60,af3a08fbc1c6e1cab92e4c50de8d1c4ca2169750df60038d4762b4bb71d4103c,0
390,10131,205256,1,35,5dbc51c6384120210e47edc7580ad1a8f16ef8fb99b247211826079d75f0a3b8,0
391,9037,201836,1,56,31082288a59d54b6d774daef0b7cf6e0f092a61b72cd4651025221b62a0f2363,0
392,3548,184751,1,37,0be8c1ecfcdea1c3b9af6cd48f9e7afb9c3504b98782206aca6c84e9a4793482,0
393,6995,195491,1,39,355e38c86246cbf1fb2a98bd4d5acc365614926f1c01d11c7b33990ef716a08d,0
394,9725,203994,1,35,a0533a51224215729a63704d37670ee587b1b53711983b7749ec9fecda492616,0
395,4,173697,3429,3,f673180b6584aa8bde14a2d8fb4dcc754f14743b3c7095c7203d45d9fbed3b33,0
396,7078,195761,1,40,9ca90098c47dacf71b05f8713cbf1d4c0f7ab335c1be7cf05469fd9ba753232b,0
397,6684,194490,1,23,9a469b57d239f9cbeedc045601f83c0a07ec79c1b5ff8294532ac63c15afbde2,0
398,4713,188356,1,36,d07f217b3669f5ce107f80bce86d120d1a94a52639a62b684fc02f57d18abcb9,0
399,10360,205984,1,39,7a95ca957e13459ed5a0f10f67627c20e46c4ca3f6cb4ed62c8a0350b65f529f,0
400,7531,197162,1,70,f432640cdc9ec2cbd102a3fdeed5817494bd662db39e05cef86f778644fcf708,0
401,11269,208793,1,48,7630daca2ebedb4870deeab08d1649361f4bb8ae8e5d8a24af67934510bbacdc,0
402,10600,206718,1,58,7f52a0d6d231ec8fd6b56a142fd1b16813d311a5330decf77a29423cf1ea4b28,0
403,4775,188542,5,25,3cf1ff2a9e137faa95d60b087ae70d7aa9450c6cec92538aa4fa33c857da8f15,0
404,12530,212665,1,25,8bf922cd880ec39c0d258a240ea46ec338d103dcde654282db1c77157edea325,0
405,11493,209467,2,34,f65ccb1ba0400165280a2743c24ce8ff3b97f007b35c5032d93ae6ab3dd61dac,0
406,3409,184330,1,37,842b13bedea5b9a2c1a62a04e664010dd9faaeabcb8442b90314601a3633c77f,0
407,1500,178395,3,26,f3a1a2d7c01575e3bbec83d935da88465ff4a1a1b31a60d3c74542835753b483,0
408,6604,194242,1,45,3d3b35adc786a0fb6277cccaf1b20be33e5594b9996717d8e5ec7ad44f18df8e,0
409,12634,212977,1,29,88468fc8fd753aea7a1d89b0897c966e3083b30dc647a9c77db4bd65de6d50c3,0
410,7880,198232,1,163,33587056b5ceff264ee90484d7dc8258936fbe94476734a4c3d4cf0f5fe5fb21,0
411,1687,179017,9,15,dcab8187154352010c319de3447717274508e13b09b64644cce1fbfd88f5449c,0
412,5360,190405,2,26,f4c811bad3744e58244a861394a93202c7dc67c4bec489b29294ceb21112d531,0
413,7244,196267,1,58,0e20399209fa330ee91c7cbd6f17ee379e3fb0b484ae6ca698da451fac61fa64,0
414,4340,187196,1,28,ab9b5d7ba0d829d4a5462816c1b1bddb3407a7429298141916a720b7e8649706,0
415,2800,182452,1,36,0f4caa21187dd86960daadea1ceaaf77087f4c690cbeb3b675eca3259309a7c2,0
416,359,174815,1,53,82c743dad6c55a6a8f9e1ee645d233e791c0c83b7c37c99233523cbd46395fb2,0
417,743,176015,2,20,cf2167b0ca0e86d573c512b3caffb711ea815e8f673392f9f832a0900080afc9,0
418,11535,209625,1,46,9768473f157183939093059ece8bbc719ac46ebcb196452449b9271a312eafe6,0
419,1232,177561,1,37,cd5d6f8b50363287ce93074a90d6945605157ecabf16622c21efbbf8013e54dc,0
420,11015,208031,1,35,f6cc9a3634eba0a17ff5d91b33dfeeaa6347936523e358693fa6b17baedec0b2,0
421,9975,204766,1,41,3d8d7bd9c6b87367f0be287fb7222b1d77e39e7615bfde0b72e6345356031d3a,0
422,4138,186577,1,49,b5db043c4049d431a643bfa654d412a89588fcf36bf6ae77e285575482b01010,0
423,9146,202182,1,124,afc1b40c7b4adf9bc0986d9581e5cd72c61c00e2bd07ec529e2e3db63ebc3b32,0
424,12028,211134,1,46,1bcae7496aebe076bb66697f465574310fb35dd5246adbd02b08712844099adf,0
425,9553,203468,1,30,f0ef1b1b73f7d445e1ba4855da5cb4db1a308a009fd2f56c60118561583df16d,0
426,5553,190992,1,31,33d1514c6b820901b9ace34c44967efdb7a7be896ff96dbfd1ec6259caf3f595,0
427,2801,182455,1,30,d22bef215d7400673a57b6ae31f1ffed40458f84f2dc9d3281491db0943b0192,0
428,62,173871,3,36,e03ebcfbd67aa28374cf6e50fed4e2ba4f52ef2b45b5d98979bc2ad5cf924e1b,0
429,1956,179841,2,22,c051c8f0cd6ec26d197c93c17bc1390695ae6594633f4891b325788c9ab70ba7,0
430,10240,205604,1,49,e5aab10905583be5ac0f0682d826a06e88cfd83763c1423fe5be9baa0281b56c,0
431,4919,189025,1,58,887588baca0925d5635340db189e981621da00ac80b15505c0a0da041c4e0116,0
432,3581,184850,2,31,9e47fa583b6719c558e15a9a066a8a9e6a96b17db8d333f14b8148219c26e73d,0
433,12704,213201,1,26,f9e9fc0a00174b342dc4428a2eb15767e302148cb59952512f47ee7dc76ddacf,0
434,11258,208760,1,60,4401c93cd7112ed4ada033ed92436167a178d0b352f5ddc3d162d01561f0f5c1,0
435,802,176203,1,31,714caca86091618d52e05cdb6775b1a1b43785a33fc3e9ae330ff0ddde4ce513,0
436,5708,191467,1,50,b2e2d8d2ac2129b4a61cd681d083bfd998e88a1e745767c5aab2ee84b4edaeb3,0
437,2248,180763,4,13,874fcc2880f8374666e0395613bdaaee384c37d4e50f4bb1394d7d2e93a0f8b2,0
438,11039,208103,1,55,de8c120837c8aac013560cb1bf9ce8779dfc53d8b047d74599cf8dc1055f0fbd,0
439,2511,181568,1,40,778c1459d03ebc48fdc398e1ef0fcadc06893a9119d30da52c9694805bedc720,0
440,11261,208769,2,14,09fe14c442dade5f7174e6f5eafc51d312c5330f0709d0b58c3bef697bb5fdae,0
441,13041,214238,1,30,dd91ed15ddcb614818b0e4f8d4d43fbbbde3053d6ae11d5f03968c8c1c7aec5c,0
442,7434,196861,1,35,2a30f25937cd345285ad47417ab64cdd3152282384c34b3ef234ba8a950cc600,0
443,10606,206736,1,31,518b5e9099b02bdd60f0dddd9dc3f9800fb5c911794bdd847d8658319276bf54,0
444,12361,212157,1,54,c54483d7b238b465a4c6b44f2787630d6656a269cf58013b33e60cee1fd4d278,0
445,10286,205742,1,111,e657526537c7a87eb129b21cf6bcc6e0a6fdbc6d084a5465ef6888e9f0346516,0
446,10697,207026,1,46,95939a9938f7126f701d54b39425430c386ae55ef87df7fd3459e7d338d4ba45,0
447,3050,183214,5,22,b56c5d43e306a0b572acba6d2893aeab5ec6eaeee4c37e603961b9689cee3e10,0
448,11525,209595,1,33,c51583134f7a99e6138c7b84a884d97d4f7dfdab33fcd05aaade78c911a473a3,0
449,10828,207449,1,47,3febf300c80938c0e51b95fcc230d2fa907d85aa1c502a46c37f836dde2202a4,0
450,5988,192343,1,19,50dcd61d0362dc2e5454b0cb5c036f99a1b4f29525b06e43d72eb9f5e3814ec6,0
451,5649,191290,1,131,5a253454765bd69600bc0c3674da70072163a7b79561c99e2da3c0a40a82fb28,0
452,6467,193807,1,43,72b2e001b4edf12814ec9ba7611be66737b87910ded208863f45aa350a82344a,0
453,12777,213420,1,33,62d205ea57b39665fd20fd2a2ffd0d2091d05dcd2e2607dc2e0a46ca356c6d4f,0
454,11784,210398,2,23,f894a76d5ac07011787a49362a77088e1e6818acde05e7a1cc3fe8dab57ebc3f,0
455,5468,190737,1,39,61bfc7254699e534b23fc0e7d25821c8df84d8448381c93ac71dc076efb7b5c0,0
456,6356,193473,1,36,822ce281eb07fe51257f75fa280ea8fbaa79f98323dcfd48b2ec157c19f28075,0
457,10548,206558,1,48,0b2180f502fb37c52283d34e43e8226ab49a13d6f71e6965e08ca7c30c792108,0
458,1320,177836,1,46,ff1383f505c701f4261a101634a80c74abe468599657bc2de8b5515fad6a47aa,0
459,6657,194409,1,56,f095a359be36b6b462073af222a82e4fa5fa24f1c0b7506d02d3a1ff35e6a339,0
460,5346,190363,1,28,153c6473a7724d6792dd65551584bccb73ccfd63ada5d6ef960c130ca889abe4,0
461,6273,193222,2,26,edd1c3eb9135a7d18b75b8fc6b6722e7be8edf41ef344bd2ec3099a6cc3d6382,0
462,7896,198280,1,31,100ab349e7d2dcf1e1a6b7ec830a6627234228554a10cd828413da0dfe16891a,0
463,7481,197002,1,50,f49f70253d461a1fab6f027d95729a3ceb6ec5b5325a549cc898cecfef947eda,0
464,1413,178134,1,48,5aba03e02cb8cad8f709cbf7eee9b237c3d044639db7b01342c6991081b9f0d8,0
465,2860,182632,1,40,6bd81d5e9edb072a9f0a92ec53f491290b9b74507282e43d1aaed3be447167da,0
466,5265,190096,1,39,f25a29f5325570d1c801ca93bcb245b94ee08aa5d20025302078524a8f7b71f2,0
467,9115,202089,1,42,7fad339d262af2c50eed1c3466a11969d04a665e7657f5ce7bb26976e7e65ebc,0
468,2899,182756,3,23,7b583de343a646a2cb22838d157df1bcb4c3533de39f0b1c882bd2880c0a5d75,0
469,4783,188566,1,66,f4b4b774698f2cc5e9f500b6d3f233339c6a02aff6ba9ad7f9708bee3c435003,0
470,1051,176984,1,38,b155da095ca5c272746f4f71fe44901207db004684bca844948cb124786934d5,0
471,9989,204808,1,22,5b5341d54d3e396c229cab32440280c45d39f63ef2e20b3d0d37774f826c85d7,0
472,9771,204137,1,32,455ee550f2673c80df18e1a4c3b83c9b0898bc007284819213bffbe57586a0f1,0
473,7746,197825,1,50,bb3f0a362736e195ebd930c1505db31a3d95f6a53f87f014e72d164b270c31b5,0
474,11291,208859,1,33,38f32b5b2bc8a9028ae7a837c5e9b772bf7f515f5a2b5d57e0f80eacd883f219,0
475,10009,204868,1,17,40560e1d8ea54d177a0eae60df1feb4e2be582f591cdcc262b3d612c779c7f20,0
476,1018,176885,3,22,7d79f959259d420bfa120925b4ae8845a378cead73400b7c101c9c725b9e6d78,0
477,4600,187999,1,46,aac8e40c7bf12c05d3f24eaa7ce0384508c0a0fc01fd81cf9f60b1ffbd1b3745,0
478,10121,205226,1,44,1addd495f637e7d16699723793129bc768b96a669204e6bf09f2c124f0c09d58,0
479,9321,202740,1,99,ffdcaf77bd5bf35322e0fff1bec25b34f30ead35ac5f4d90a91be38dcc468495,0
480,279,174547,1,50,c69fd0a5756ca2de8940837bbe4ce82d5a6a8835f60686fc9dda0a346f0e2ecf,0
481,9052,201900,1,45,da43817d6a59e02c09fda86d37b48462b682f5ee1ef9a51ea8494b4affc1e529,0
482,11571,209733,1,50,ba59298aef4d773113f0e61219cb8dfc8f57da293f9f74ecd4dd636e204607e9,0
483,76,173913,2,28,16de71127894c1097603696e91d5d492ea82c5688a264e735f01243e0a3b7815,0
484,8305,199543,1,41,790093286c1fc2344a14dfe9a0be9dedd8825125574f6dab268ba010bb73e4a3,0
485,6951,195359,1,34,74e2063db512aab2a1a6286911251512361f7441955b7c021fd356f62d5c13d2,0
486,9340,202797,1,53,5f8d540fa709990a05e3b088db2a37a8ef9e56edce0b37e2cc9c178e62d3d450,0
487,10098,205143,1,76,133eefc91f5531f7283ef9b3c218a316ebfb9edd9a3222588a96b4bc34d78afe,0
488,4959,189145,1,22,8bb9b313231e26c255a05e8a9beda7b89630628521d383d96fa938baea1a7119,0
489,11885,210701,1,28,f3632aa7238b32acce0d7b6c393f9e426f14adbcd36d9deb6810c5b1360aa99b,0
490,4931,189061,3,29,0b6aeb1d9324c94ec8a0ce6dbcb11cb495c41d4c14432bccd5a4287160934cf6,0
491,6314,193345,1,35,cde7ea85a5d4833b9287391017fc9fd12bd772d739f83a6bd41ad9bbb075ac32,0
