sample_index,source_trace_index,case_id,variant_frequency,trace_length,trace_sha256,alignment_cost
228,26805,Application_562703048,1,28,d3a3f4a58799e9507416911170edbd4c7b6462f75fa935acdea68db64972f84c,0
229,19200,Application_32330697,1,32,b9b3f49b51c8c27819af7ed67f5a72caf9d7974cb4268b36a8595620b784e375,0
230,18099,Application_606885963,1,74,252ce29d0894f3cca5daa90a0c117ea20d1779c2439bc789c6e5f20560599494,0
231,5188,Application_935545252,1,35,98994a9924286222bc1c326e77fd688cb352fc051ff845eb156ef9567b7cae20,0
232,10756,Application_711287867,1,34,54229d75e822ffe2f5d7d2cb4a3a85d4d3c41d84857a6dd7fc5343b97d540342,0
233,23861,Application_1400829990,1,43,86ec61f8c311ac94e42466bed4908a46781d33affefd98f4fc9da1782292be4a,0
234,4046,Application_1141105874,1,43,114b382157a99eb625b533da3d00994947a948fd5e81dd0a073eae6ffeb101fe,0
235,15733,Application_2093135903,1,21,25df05ac6e3d901e3b9498f09b42d0b8f4b6acfdc9f8af5aef90348931b17961,0
236,30854,Application_767619670,1,55,7f7e888e4cbfbf87cbbad3bac8ef753e4fd7489b9613d08046797fe26438bdbc,0
237,24455,Application_2028180559,1,31,5018e239680f1d831a0f33124014b51c3efbfe8477c0397cb103c8bc73fe7890,0
238,29659,Application_212653287,1,39,656e95f370a94610745e23509c3df36bb5a07cc1189a29d6b50cb48cc6c7a3cd,0
239,15415,Application_168649007,1,44,906a7032f6b745fcb0aed3448340e408faf877ad340cfd63a92f090101806cd0,0
240,29508,Application_1694062959,1,68,2ada8bdedd8dbee77db7093edd7038d6e6f7466230e0e5a66e65c2d32c9c88b9,0
241,10,Application_1710223761,734,22,3850223de7a6c0cd322b057ec2f0c351947d1968be0987d088a2e30f221ce792,0
242,17726,Application_672871160,1,63,9e5794c7a25d8d7d5057970b75036ba232d6c222229fd7200d22cdcd30f907a8,0
243,9305,Application_827014222,1,45,e036660bc138394b98bfd67a4e8ce5cb6a007f2cd6f53734881cbf4d60468956,0
244,14217,Application_1681669912,1,44,48e8f66da45b84c3033542c7380cc77afbc394193c9fbeb92fe61f44cc1b8681,0
245,365,Application_1898813636,9,28,f7ad7d7f8fcfed22d9f8675a6d968645225ec4eb4a8632d21f781374a210e529,0
246,2551,Application_1229897222,1,59,69d051f09cc9ac078d3cf23d0276140978a0d4d29c958e3277a01e0f130fa564,0
247,29887,Application_1816208063,1,42,b9f3af9d8625380f43a3cb78c9992f2aeace2a782c4e82bc2d9bcfb06291c1cb,0
248,10457,Application_475784027,2,32,0ec703007d65730e6602340a40b90b0306fce0961d522bbaa3a7401c0b9c3d9a,0
249,28131,Application_1700085215,1,59,802489f69257c39d51bd624da4395ab467b9b3cbfdceda0309b40963aa0c5b42,0
250,26464,Application_453833865,1,34,ee1ea744da148a7449e3c05de5d9abb9e448876baa03b2971956d83a97022eb2,0
251,25530,Application_2051974818,1,53,fc9fb0fff0a9a365eb6aeba26636e427dda6325b71d458888a32a9dec384529f,0
252,8798,Application_334959919,1,37,e0e819d68d48c04d55d876dd88edfa5be81656bc192175ede87b2285c920ea8e,0
253,6571,Application_359703157,3,29,962c2136f0f2eddc65384d78ecbb671439fcd0552ab20e4869c612434176b10f,0
254,1221,Application_2116808282,1,34,b13b88e370dafa1d12aa7186a9c793af38d06649b888323650e4ea7e8ebe9f21,0
255,6610,Application_1264141219,6,34,8e4e0c9572a5b90674f3c6af1537b877b97fa0c1e6f6d50cf17c9cf38f11329a,0
256,28113,Application_1349492321,1,36,7004f36370b8a464cce8f61baf89ffe4201a7b6fbaa215e43e46eb4a3a601b6e,0
257,16646,Application_1102655533,1,30,75a34937959b6965c37a3150a5e305f4e98356eae2a03574b2d3b187bea3ddb5,0
258,30600,Application_635961265,1,37,780300e481ece81873d7dc2ef0289a5fb618483d88e6d8e701afff8c94aa25b9,0
259,1727,Application_2144399616,1,41,f57047ca6f9c302fd6ac925d2bd189f31842d093759bf91f41cd049ba908973e,0
260,1893,Application_824049818,4,24,73ce76f61b4b68ecf3906336d4da74a28ab702e1a430b63263468beaa981a465,0
261,22754,Application_246711110,3,48,5c948b0adf7a4d93ed4c81e69f26723254f2a0dfee177f6e2e64237a21875746,0
262,14146,Application_691830598,1,38,b2045def9c7f82c59e355f4dc48a3422b6779783376117b5583983c1023d62a2,0
263,25866,Application_920967125,1,37,88c3c18777ce0d383f09025509c617bfc45f5acf913b09ea3c52693ac8d12cd9,0
264,1503,Application_75345119,1,33,acbb934900628c81edaa5fe8e4d9ad08ec0840fe4bf09304019feb5fd37d748f,0
265,23797,Application_1743529964,1,49,d4f86e3c485f9de0b7ffd0629d8200bddc788f8f69999575d4799003c80532d9,0
266,15499,Application_1938499688,1,44,33663ddfbe95d0917c3aa81614bea9b6a6d906bf044584beaf4b8d94c2b5b332,0
267,23973,Application_895713530,1,58,16a1888c0ef47cf01445f6156a940c4f951c732b43c80842feea8e7a1f40e7bf,0
268,2963,Application_2077194593,1,81,2684231a0b518efa7ced15adcb9e56ae4b4251ab1adf784729a3c7fce4517c9d,0
269,3045,Application_2004232010,1,63,2a87a1b14f8c89aeaa16af713aab015e464b2ec623f901aae472d88a8383ab75,0
270,19926,Application_1124552532,1,38,38b95f0a6a37bbf35af3ef3cfb4b8b176c2d52394ba37a3c5d350a4647f7da8f,0
271,13841,Application_69404178,1,49,be7dd18d828d4f7858ce33d5acf85ea7e8442806a595e8f2d8542197be3ef9b0,0
272,30597,Application_713888323,1,46,1cca4c580908f477ea1ef60905f0c251c8d26cc5137b6cfd4c4532b8a090cedc,0
273,16080,Application_2100496549,1,38,d620429f8cc3afa44ed4e7c30aa21af445bf8a59552cdc9164e0fdc31261ddfe,0
274,4158,Application_1918667425,1,48,ea462081acdfac7b5de13b88c7f9f421230617ff91b4c2d8e5d185fa066dcec2,0
275,7390,Application_942292222,1,54,e5b6a1a026399a1a83951770f67c46baa0066e6dcd90015a4c1e459398ffa192,0
276,15320,Application_2142581054,1,36,3d9665fa5a900545692c1999990536a5a89490af14952d02e921b02ffd8dd1c2,0
277,27920,Application_1230081214,1,70,f3e0d1af7f1ac3b7eda1d47f61a7c69999338c4057f33169ae72d36e4a425c48,0
278,18008,Application_458283344,1,55,c0cb004af90a58ae723afe8d9de3954d7c4a9d0f01f8ab0a77d7503bca7525d2,0
279,12170,Application_343350519,1,49,85e5a376e40f6b727bf64356cfc9ae3e1ad1630bb5931d713d9836a2cb7950b8,0
280,31272,Application_1500059522,1,32,55d25ca45425e93dc4d2a4834e5aa820d2f6bdd4e22842d58613a52d73b46499,0
281,5591,Application_1638787939,1,74,eaf41caf14cff9943115567a0ede6af46597ac9519147ff29e4c35ac1da46c62,0
282,29884,Application_764749022,1,35,856f018c076ce9ff9c1f7fbe138e6cb8661f93d27929c3cf4683b10d4d35b3c4,0
283,15731,Application_307624926,1,44,bd5935d4aed846f23364c0103bd5b910af531c4ffd4910fe29e41f43bfeb25c2,0
284,23586,Application_1087802012,1,44,16cbfe639583fe5856811244a31853eccc7c5e699f3632955de8fcbc757331fd,0
285,22663,Application_1767118310,1,47,0a3ee4d6f7bd69528af4b87c31508e70db352ed4b457ff6cdeff5b331efacd74,0
286,21032,Application_503186233,1,55,77b608acff730b00280af3a3e4de5a323b340955c090d94978478d54d792535f,0
287,5258,Application_940975309,1,58,0a166532880e1e441f70309a76cd17e9246c6fee92d5f1947bae402e745bef6e,0
288,21941,Application_685516265,1,62,5b5b88e31474f81ee76cf1ea4fac363e3af57b5f2aa848e1f7bb4f8678a0cf1c,0
289,8935,Application_545863146,1,60,66cfcac03e04382b10f1fc26b5f58ee8943eafa43da240a9e6ceb9e5965d872a,0
290,11487,Application_889353724,1,36,6922d3d1794678a95c09bdb7585b96b38a9478cce459fd5e65137bb7d334de77,0
291,20336,Application_1155604178,1,40,09751d7761525abd81022b97efa41980a0f3dcaa7511eed63efc2cd1190f564a,0
292,10748,Application_1400486786,1,66,ff5a226d4181d7e12399706b4966fc05e635b2d36dafc3dc6354974b74b9f288,0
293,12634,Application_1668004118,1,30,744d78aaed6832d4b5bc6c184cccfc4e02fdfb938bbcd34fd4ba066be7b7d5b4,0
294,28867,Application_172281488,1,62,d22b3890e62c96d334394ad07373b3c624de26cdb9805d568699d124db856327,0
295,14998,Application_2124133128,1,90,6165cf3e6ed998481edd82516fe43603e9a66ea34b715f4c8874681d05717d31,0
296,13089,Application_1007766945,1,33,33c404bf2694f91bd9d9ac8d9d0483346777fffddadfe480222aa6ea28ce77e0,0
297,2821,Application_959593737,3,30,6e2df57a20fae17352f4325cb7622711453c745310f50cf443347eeacabdedf3,0
298,6835,Application_1143425012,1,61,3026d71e71b93d299eb9fc46c0b0a199d782e82f902b7d35a6e5d81996327be9,0
299,6089,Application_1381469770,1,46,43ac6cdde1e00ee7d35dd651d56bb8f531e41ce3c6e99dcb419df8560e8dd0b7,0
300,1386,Application_1475582405,1,81,269534550a2a214b44d541c3430cd641f6233369ec6b8dcfbf01dae9bf0ce5d3,0
301,9733,Application_768017387,1,42,fb356a973d09e42ac7fbc2683a922ee62049cb8241c37cae513ccfef88a71fc0,0
302,403,Application_1462703151,4,34,04a6518c1f5101f04d55c1b21a95dc4c1d5eb64055e305c14f70c2ca07d74592,0
303,17346,Application_2028556595,1,52,f8445eeae62a5147a7c33de9ed1cbf1b66c26cb863bf855ff7111a0e0fbceff0,0
304,16213,Application_1244698333,1,43,1e3e7cb9be79a5747940546fd0f1dbea0fcc0077b2f7c58af2b06cbadccea592,0
305,6266,Application_739151315,1,44,b5c869e8d6c43e9c46cf65dc24f2c39ac992f6f0002365ec7e11ffc4ba31ee8b,0
306,17351,Application_721220406,1,49,a760bcdeaae7a0b507eaa93e5364678ce954abdae00cc4f39d880b4bcc459fb4,0
307,5931,Application_1409488856,1,63,ba2da5cb6e1c192cfd2323b28c0a1efc99396e64a30769b5d31c8b69bcd929bb,0
308,131,Application_24648067,2,26,f9c2cba029f72e24dc6e8840bbebea45eaaaaa9f4c4f93223699fa8917f3d0c4,0
309,1553,Application_680456830,1,61,5d1adf96254866c8aece80ce428ff627e9dc53b29507809b0ae512cb766809ce,0
310,21714,Application_1243918536,1,34,1989b171643755d416020a0389f44a7bb93a2f271e47968ce07498cd2b798dc5,0
311,18900,Application_1879532332,1,33,3b8a2d474fa134a50ee9806b44fa82955d3322668d040e73fa4c6d72dc2c6873,0
312,1238,Application_16918887,1,30,34643b35c16a356b29324cc1d66681f48febff603228f0bafc265cdaaa77af96,0
313,6232,Application_1898360280,1,44,5eea6c509daf82e24fd8facd359d8229bd833eef2244f6f4a0655c31b9571428,0
314,1465,Application_2043474287,1,41,35b699b430f134892f8d348059255711e4e498fb5ad889786f68cc5432e233dd,0
315,29056,Application_1031850261,1,55,08dbb9739aa4f26bcf520aac179d378d35fe315bef65717d8a3bfa20c7e07332,0
316,594,Application_1465521095,1,33,48056115ee3afdb90dd0ec4a7aa039ae5231490f4e4864bfb17ee5cebe1cb441,0
317,27435,Application_1926088015,1,39,431fafefc9eab2f43eb40fd31b53b1b4b5386d78c4744494c186baded811dda2,0
318,9508,Application_1968005554,1,32,e78b072c9eaf3b77f01ef3b77743476fd8f2e981df7f560e7a301c519f10ac36,0
319,1548,Application_907055851,1,43,ed00840ac861b9b508b6af1e34420310f47db884f7d61cb1c05261e5bd7382f9,0
320,14895,Application_1466353702,1,53,4ba74caea487f77347141fc6e0f28f0a843aea80cbcd229f3964092357b27597,0
321,6531,Application_134075004,1,90,d4982aa1356ce01ca36e5aeef1b63b472244a197cc3940b100fb41600003cab9,0
322,7802,Application_1158377896,3,35,d22f31da5cd54bb842fcec30669d2dbf4c6b26bfa65476666b720f999a81d148,0
323,20243,Application_2112356047,4,47,c212c4cd8ae6babbf73b0302910f0c748c987bb345ae3299790b13770216561e,0
324,14132,Application_1154476104,1,33,7beec9338f4b21fcf621f48d96ba16e1ee8f0a288e5e3f409fcf871d7a88b2b7,0
325,5699,Application_162497967,1,31,6c9e559fd9a9e282bba36a9f0bdacc9858cf7c2c9736657cf173e6863def406b,0
326,15730,Application_50620498,1,43,3ce5cead5615ad0d9a3d64f39049cf6f56ca52c740efde445574706613470f24,0
327,3152,Application_2131249132,6,32,a1c0965d04b6ed432117ac78cb36285017416c57009592ac7f597841d97d67f8,0
328,22377,Application_557873610,1,30,a2310a8114c0d1e8a6a4f9c14bdf761575fc5cea5d3c80b30b4b6a079cd8cd9f,0
329,30133,Application_1469289455,1,38,bdfe885c5840acd1d69372c28c05fa55f9b3b6414e60ca8493b51a70d7de61ee,0
330,28272,Application_2092004160,1,28,755cdf0aa66c158eaf7f2ebc14ea791e671ade70960f6d6d8533a6d720152387,0
331,16764,Application_1103750952,1,29,dd5b5b60c686ecdc929139b78c49b7644d246ffdaad60263d2ca77533cae1d50,0
332,16935,Application_23443236,1,54,30ee26d4bcfed46222eae9b9ecb5d6810a39db8136239244743ff9ef7d836d2c,0
333,13760,Application_404213186,1,76,c09506d4ad276ef09f475655b41f5cad497c4242d0bd97e555986e8410916b79,0
334,6677,Application_1149600070,2,29,70a1f0de9714c9b8f1c86ff7ced3fbed5b52755b38d217d592ee16da9cd02207,0
335,24699,Application_815439845,1,71,e928663e28d5c19d1bda3fbd9b5a2a7d182ce2a4b02c888e31ed355c975d1127,0
336,13772,Application_1674907586,1,50,6af8edd7827960f5d859a493865489a35c52c0a0d9bae9c63295f13150fa8cc4,0
337,25567,Application_2111973389,1,37,8378fb1df6ce5689fd19f1e3c2dd8f43befd12754c80e0cda508801960606737,0
338,11687,Application_1904282394,2,37,12a929002257d3f0d5fb6e72055854305764d7d1b00e2372e9d26dba6e4cb416,0
339,4935,Application_665788470,1,35,1a553de747e9f5463ef934cd38e3a09f8ece56ab2409897870a03acfd6cee921,0
340,2107,Application_77630972,1,71,b45e1e78eddb6d9e82ff24a09dbe10f4fbf2874500149f5c87060a003e45327b,0
341,2174,Application_668004669,1,56,e88caa06339b1acd5b12b12f220ca1ec8cf123e1851f95ad05b5feb7d10f053c,0
342,19898,Application_1913156155,1,54,f7f5b159803dc979f5647ec728d4e0a630d8b8493469f29c830a0e283bcf3181,0
343,12424,Application_1006372947,1,54,651945a26f91066daa0635094548c5a286ae4e91a92b1f927665a37d7a54b8eb,0
344,10201,Application_990181012,1,39,341b82f76ef5401ca624bceefcaaab81a491a29a1486d40e40090f30d12ddcaa,0
345,12182,Application_2111729866,1,58,dba4a1df91ec0320146872bf9f0c19778b03cc57ca18b5404a27382db15a4d01,0
346,11804,Application_668360533,1,43,0924ef861a590acf827bede6078798a3d5d200a75c935ea17f498f19eea52e4d,0
347,13579,Application_969298016,4,39,37f5b39bbae56d975320e87142270dd29ab539b4718c6d1d10b4c5844f21f128,0
348,27608,Application_944171237,1,42,22a18347e2a82f49a6ff8a733f7618e344d024a911fed55f681513695f38834a,0
349,22632,Application_996578249,1,52,e9957ac0c6e85712f3bdf19e59d302f7b9ff09f4ef9cd97c33c64479e6a391f3,0
350,1131,Application_248714087,2,29,590366f68fcce081cc350b9d4602565bfee5a141f9e7725bcb2f92fa7b76a5f3,0
351,20408,Application_1482107031,1,94,27227444d317f1f4fa3f6fd828b277fcd90f316eb2c4b6481b123b912d8f72c4,0
352,19727,Application_1818763604,1,43,db9cefa6bbce528ada8af2e8d88019b109fbdacee90fd8b9b87a82bde02af32d,0
353,19460,Application_1892496318,1,54,8fe16ac21f7d28bff5cd2b69791fadd31a617d44c2c0b3d39c3af84b3aba80c0,0
354,2211,Application_1876375663,4,26,398146c2d3f6c114b36c1c5cf2e2f211671912ca8a53f21ada50fbd8b7299bc5,0
355,1290,Application_2098536936,1,45,258df7dd5f3cf78d26fe95f06b024c29636faedf71266909a77cecd7592b2dc3,0
356,11572,Application_795550280,1,46,49aa1df926219ccf8d72ac721eb6fd07940d1cd9a3192a9f04fbc39ce75b36b7,0
357,22586,Application_326098909,1,52,39e83dd1d4d9a5907eebac204b8a3587cde2d4c3a6adaee92e1945576017f0f3,0
358,9772,Application_1864387636,1,40,92fbd2f830f0c2d7aeb51a54aa287f1a361cc40589a1083f74def897d2c6cd02,0
359,25298,Application_1558264214,1,53,a08b97a80103fcc588c8639519c7ff7dca5457a1e57dc9f6f4b66f7e20bc18b0,0
360,27520,Application_100886157,1,45,f7f2a8b570b0588baca2ff04f3ef85c34ee56f7ba38e74be2efaafc0704a328a,0
361,2480,Application_944303988,1,34,9f9d872e950d803033cd126c1e118ea93b54bc37b61722748b5e93543b8224f6,0
362,6857,Application_929029293,1,69,00de0de5b6e03833be90b459eff67d19fba7c034614da14e562c85768c7fd961,0
363,4977,Application_1526304113,1,90,5c06e130d41a18a1ed4c833dee3381c8d5b5afa253c2f88ed6a3fd5a1003c768,0
364,4928,Application_1274885238,6,22,f0ed18cd1483db6cb8830bb29e37b026ede8932d4b26e62356fd3b4fe7503a1c,0
365,15633,Application_1905957509,1,72,1d9ade186e853bc1f58e2b830f096fa2c3b1c0836aca230770f3ddc15937f05e,0
366,12990,Application_1099835060,1,63,0b589c9fd19340a565b4ddd9609d67b48482b64fc80859463beb979b72e79b5c,0
367,3386,Application_2125870074,2,50,e78fbf3c93cd1c2a6bf637ffc0bf5fb2f24a218d6196aa325d584356572f7e77,0
368,4717,Application_1805168431,1,48,2ac16dce7dd1a3e0720ecbaad43d656fd0458c1a6096f976266fcbc4d148a2fb,0
369,7803,Application_82339726,2,30,71d1365e566b5a509ec385e951e382d98e61ab70fc4565faf7595ab636c4ef5e,0
370,13441,Application_195604259,1,44,2f9f4f1ed9c4485e7001041b29c76dd63a944dbb1b4d047639567bb30491ccdf,0
371,6905,Application_1313565439,1,53,b449986e34a426c6c49fbe170ee21504dd75073b3d08b7a8c58f8ecaf35fbfb5,0
372,27991,Application_1610326543,1,16,cc08aa035b75245e36071a3480a7356834340603e50dd1663829ad8c8c82ac56,0
373,29687,Application_438124674,1,32,6cd7b16471a2543cb7cbd41ac35f32d7fd9a4f993ef6c25443f28164f2624e74,0
374,1658,Application_2130181334,3,43,02bc03d268780add3a251d27cec2dbc4222d143d91d36dbfd447988b0f7fb01e,0
375,12815,Application_62973404,1,36,06f6525c054319e9ebd809023a09cfc17e709ffdd39ab8c8dce4f7c6a8a73adf,0
376,25589,Application_1449066412,1,63,2c5a0e47f496cac162da46a807d099dc3ed5140c04fd9bf288216c268dc38587,0
377,27511,Application_1183957528,1,61,1561d75f76137c2a62ea035a8e13f91cf777d386203928d3557bd35dd928f1f4,0
378,27310,Application_362042856,1,34,c24b06d4b02f9581ee46aded3452549fe66f173a7ff855ed589097b181af7d08,0
379,16091,Application_1889605504,1,55,3596d1efe0aab0751acae27763ef9221d2ea18669cbe6ff0fe7a392df29dce38,0
380,2200,Application_68456270,1,69,3e68a72e0d569e1ae4ac5d8701c16fbf6cf2a8a48e4d9baaec9c75054e95de61,0
381,1045,Application_1909606806,1,51,745decf419b0c37dfd7858bb774c72df43d7734f27913aed21e42e1874072eaf,0
382,19675,Application_398699160,2,37,ba8985cac0bc45a7349364610491c61ae9e22086ca2147bd4056c9373021dd1c,0
383,15766,Application_658444280,1,93,b2b270722ff39a6f5ac8403359b18ab28f32fd28e114dbf203962eea56b2af0e,0
384,26591,Application_1352943538,1,47,4d4f72d5218c7db3599bd6542bd9c324d92d253d8708630cdbfcca8dea46ec88,0
385,269,Application_1462709587,1,43,73318735ded98be0a5d68b87ce2d5ffb75d50d5d1c440bbe5b7abc85729da11f,0
386,31407,Application_1677844905,1,47,cc3efb45766b108b8f29aab38e9d03be5a58d11bc41d580a8ff4ae8e73cd306e,0
387,2087,Application_2071646053,1,48,e4219435c841ad04d380b84a96e93bdcb2ca565ed6fb735a62bf7a338ac54ca2,0
388,29797,Application_1400832878,1,52,0fc9134ece1eac94229eacd99ff46be6c2faf31c11b7429274c6aae30aaaf081,0
389,23526,Application_775647630,1,31,52c383cb5a302d77009e2e180b0f1c54c1da12ec5b5ed9cd11af5f0e4c1759b1,0
390,27044,Application_917933158,1,47,e3086b42cf1e1dd0ecbba9afb86057d5f7e76d368ed7e3af2ee62466c8e55e11,0
391,6472,Application_1584210194,1,45,1a1f86075140ece9b4b27c70dbeecc68b91438cf74ba089c77097eb88592fdd3,0
392,4195,Application_375900665,1,76,ece3f4e7889b9f0701ee9dc15ef7c1620b5d814495c4671df15b46f1a52a1e36,0
393,11670,Application_840069749,1,72,c7e0cb836d9a1a0140123a7237219ce100bbfe28f4cb6715a36c57ab171ffd25,0
394,14135,Application_1958613615,1,57,de7d3ddabc008d1cd4850ba6e6af39ee5b10a578ba5445ecf261531f03390209,0
395,14005,Application_449992046,1,34,10b81f4ce03406f095ed08b67480e00f840496af87013b73127551a5e49f91c1,0
396,5678,Application_1509239804,1,66,8d62e1a3a55df3f66771e8128f34766f8acfdc851f357549c9439ddedb2eb3f9,0
397,27634,Application_627088243,1,69,60edb60932b4bf59938fa2d28b5a3762b4aea25db2269da0a14ccd6c2199f9ec,0
398,11534,Application_1811086309,1,75,934c4d38b8af773e4e27dc57a91bcd593d2da6db9cc21b5e01d8f67b4b8f6136,0
399,28958,Application_1357696952,1,20,5232d2556a5aa62a6b5445d1ac5cdf3f273a24243113ecc405285c420176b3f1,0
400,1234,Application_1409118214,7,33,85c7732b2df0812fe1c228f42856e2fc8c55d0ed3469aa37ff003230e19d6462,0
401,4138,Application_931359849,1,55,d0d3f2f28560e606f93d6658fe289cd65764f5441413174c4672cf8f32fd234f,0
402,10883,Application_489359865,1,31,f0ce57a4bd77cece86ce55d265b87aa7cddd388ecabc63556970f49536c5cdc2,0
403,39,Application_493034835,25,27,d0bd379a8171e3e67bf22ab6f0067b01795b978768a7b3bf888c1fcaf9d9182c,0
404,11235,Application_1304258609,1,32,bc7a7307e59a7feec98243f97f32b6602b0e7d2cf271e253da3e3c9ecb4cbb65,0
405,7393,Application_1435427970,1,42,ce054e31f0376b67e7e9177999a18d60b59685aca20efba0773c303bcf6f90d1,0
406,29801,Application_1513321238,1,53,1c381c6efc9a70efd6155084faf1426977e78dbbe54022d90b02a91dba313f43,0
407,24675,Application_36645610,1,45,94747b0b8c93b37522a355df12da7d409dc4a36d352f7d0aa772752c957f4581,0
408,24715,Application_631823084,1,43,dc72b8e1761a7a16f008f69e414e3246f476cff0bbcb17bbb9b1a8477a621676,0
409,13199,Application_272255083,1,56,67bb443720e9ffcc6bc7b153a968f617c4c383619713c55c189d5e1744c3d2c4,0
410,8026,Application_801166489,1,56,3fff9201bec02053d20a01ab65436af937828694ed7a92789f0b6c1943b0a3ea,0
411,12168,Application_1806060525,1,60,0c14dfccb9a43b121596d50add22b4418d78c9e7eac544049b44f4e98396d59d,0
412,21270,Application_865317151,3,40,641acb11f430ca934b873fa6f2c256f9ffc4c9f044207d46f77efa4082ee17d9,0
413,30979,Application_1884152306,1,92,109e04e379cb614d37c1e82b2d414e05b53613e4e2440b77606290dc405fced0,0
414,22682,Application_267548961,1,24,2f241c88b5517ca5c83ee2dddd05360e5704455e9e8245fc68141fa9244b1f65,0
415,24645,Application_1094370739,1,43,1b1cee4e53de34732916a075f3cc71d6a83c4e8324ac3aa149b8279a6bca412a,0
416,16275,Application_898217141,1,20,999596900e6efdd766f4c7d793b0b78d94506b28a55739b174390be92bb775b0,0
417,19998,Application_1197758803,1,34,66bfa901c4e145ba46d2d69d20950ee99a233d460e6ac3c15119fba83c17fe65,0
418,22175,Application_425516740,1,58,193a3033aff2475c16db9ff1e6b707d2c03373ec60107bb59617889c1cb329c3,0
419,14164,Application_122716432,1,24,3b9014febea8633eb01e657c8066c393dfb22fb80599dfb0759a835e9da18da8,0
420,3834,Application_1449797248,1,45,29d35d3fa154f8c1b63a4bd46c3b54b579591b48088c79254c30bc1bda10ca86,0
421,4917,Application_809248040,1,55,eea3cf6a7a964331708bfc7c20b9051d92a5464e3b59a643b6e6811bdf66a036,0
422,8415,Application_1696755047,1,52,e2a60e3489cce9b9629db3fd641ea1f07915d54b16441d378f72d74a23ea1600,0
423,5818,Application_542947971,1,80,1625d0f7390699803b0defb2b96caacf9ee05f420d1ccbfff722ebad84875196,0
424,31398,Application_1631176581,1,34,4af84f0f79b66c15b22a4b18b0d6165bb7e4fe88eccdde41b99f47340215b50a,0
425,1232,Application_1354753416,1,35,536a4cc1a3a729028759d9bf195a5a4cebd1ab1eef61c086b90af4084896076a,0
426,17038,Application_1046181469,1,26,2c9e34e734a3c0f3d76635082b1f7839d1e2642414f6cbfe072ebd36aa4f2059,0
427,22892,Application_1134126556,1,54,fabd8cfef06ebb6677eb6a90ead654e5c5509d07bba035af6ccdf78c151ae83a,0
428,15819,Application_948877864,1,80,83f344bc1703d1f4e02eb346aa285a2f9cd98128b94d7538850c9b8f958be488,0
429,1297,Application_642092490,1,38,e67a7ffdd8e00720347ffb06dd90b94c6cd07c5626e59752776dbf446d539655,0
430,23332,Application_86694325,1,41,f5ad01d5fc3cee2779ee3e2b39172bb68de89663a217be5d127529ef0df8c5dd,0
431,8988,Application_39976522,1,67,537a0b99584a85da8b290b745bf33bd2d7f5381dff0dd7b7c3887cd8580775c4,0
432,1200,Application_1784350386,1,48,75d61c663bba1374e238b6659848ef2769907880f7dd71e8519002babbbfcc34,0
433,1034,Application_1122657249,1,69,4ae124559510145d7287fdebabbf431ceb9bb48f724ee8b43c47519b4c7a54c7,0
434,17205,Application_1053426492,1,32,e7896d31d5a44b0667b37720695cc4f07c2a051f687b766274d867e9659d43ec,0
435,13876,Application_315815107,1,56,4118630e68b55ea5e9cbaaff6c3aafac75df64d3bd17e98732f28f4c44301432,0
436,14584,Application_1068646658,1,28,cf1b4b129e74faf6ea0ebef47ab095b9ee05249f3dcc0ccce260a7f5b99f400a,0
437,29544,Application_1394633662,1,118,bc2b403a4faf400495f3edd53a5bd3b792b070faca91320c2293ac6123ddbe36,0
438,27193,Application_506291317,1,38,0bd3ef311b94b023c7ccd1032329f4883169ab64f1010a3742ac808d069e42a0,0
439,15443,Application_1403799268,3,24,c960d01edaa29d4f756908a33a14712487dd1a712b37430ada90ca8a55c3599c,0
440,3914,Application_369263900,1,72,c5a0e7d98ce8e06759263883da5c4f1567455f590f63c446a5a91fdac7387855,0
441,1194,Application_805634000,1,51,4ce328e0f1889eccaf2da800712d2cd4a75ad71b8b2738720152e5e31ba26b5a,0
442,31133,Application_867172664,1,53,38a891101d86b81a395c369a8a3e30de12952f6797c8e7a3d1bfb07b3b681e4f,0
443,14708,Application_159980013,1,33,1e117d40e016e2b09df3383730da318c0659de5b9d66912210cb8e55715d925c,0
444,1762,Application_839061698,1,33,6dbf9c02b62dd1e2edf9264df5b86b59b637d8b2d0f07747c21a145bd5893258,0
445,27132,Application_382781915,1,46,401ce6185bf1ec397a6259aafa867389f19d4f829147b23e051f5bf2eaca4f4e,0
446,4798,Application_312153234,1,51,0d703bcbe43cd57e1e8afc7e97df1abfbb2f6535ec4d5ca8e520366987513cba,0
447,1487,Application_2034039470,1,42,73d038e2d0d5cda9bbe226967f1bfc635a983f54d77e9d89566277fe4a530292,0
448,17573,Application_246939886,1,22,b4e9db3d9ae34f75b9050c4699518e186c1ccc18e5a66db24dfff2fd90d77f3f,0
449,1476,Application_836713736,1,52,ec5aeb5c8ba7820a3263b4ebf9d2143969141e5dce62ce591c54316b68880ba1,0
450,20485,Application_1637270392,1,51,81c75f49d96e01d7f6f598b5b5d3a54c34072c185622d1437aa30131ec70a20b,0
451,27525,Application_1955841156,1,34,89fadb29c275823dd6a670f901e29ca2e93a8e9affbc0ca07a0de07c9d4ea113,0
452,6436,Application_1434497828,1,47,18c2e5ba2239635f950f2563f9ef2af797b0808ffb6628e90cc3953d3e1d9958,0
453,11602,Application_862108924,1,36,6ea617c9ee3f43a919e8bea7e99f2054800bfd4d553b9742fafbef6b8d767fac,0
